Month,Strategy,SPY,QQQ,VTI
2023-11-30,0.014798605824056565,0.059522692891557094,0.06986035981429106,0.06220361224175397
2023-12-31,0.024386051981971635,0.04565532665995864,0.05586956535607035,0.052939036472575696
2024-01-31,0.01559115095532393,0.015926520963537083,0.018192100063913585,0.011170852522456531
2024-02-29,0.023301308878158178,0.052186893968558135,0.052833502346504746,0.052987170573517206
2024-03-31,0.027234125670196674,0.03270195827868161,0.012749661048174099,0.032597011679792676
2024-04-30,-0.03332140381146709,-0.04031968626469773,-0.04373770040214353,-0.04343978075527666
2024-05-31,0.05121216301130227,0.050579662758127863,0.061518238532537683,0.04758466679403739
2024-06-30,0.013575706135706245,0.03528009671159382,0.06470117240529527,0.030789231050366794
2024-07-31,0.010884327265948235,0.012109231177765523,-0.01678108618656926,0.018915062131170002
2024-08-31,-0.005551098563899903,0.02336562243215945,0.011038622544558896,0.02131563111480017
2024-09-30,0.02608686109964853,0.02100455365794529,0.026216031228837533,0.02030862632448871
2024-10-31,-0.020510130547342964,-0.008923430203221061,-0.008646356455964899,-0.007522171198015348
2024-11-30,0.032521204921664104,0.05963319334082584,0.053508284212568036,0.0670035685537731
2024-12-31,-0.04080455653328485,-0.024059966165139612,0.00454037610265301,-0.030404585598722944
2025-01-31,0.03181873338078023,0.026856237114319503,0.021634043053751384,0.03033011696740484
2025-02-28,0.0028574691120448747,-0.012694839644185163,-0.0270347304314843,-0.01888809100086375
2025-03-31,-0.011681746381159264,-0.0557192122565362,-0.07586185742076368,-0.058553272919559585
2025-04-30,0.00688677701386653,-0.008670167189502864,0.013968199973197093,-0.007349567604889917
2025-05-31,0.018707561482528723,0.0628450516589718,0.09178281584449732,0.06253187433761243
2025-06-30,0.02061195787841874,0.05138623000675224,0.06385836460931893,0.0516338613884233
2025-07-31,0.002856637590683775,0.023031446515752618,0.024236921367891684,0.022900112766552905
2025-08-31,0.03823538436011886,0.020519484044388303,0.009539710876868002,0.0235130960165999
2025-09-30,0.056884913891860345,0.0356204341852997,0.0537622142132157,0.034199413686634594
2025-10-31,0.019038998134941032,0.02383739357630077,0.04780390877637597,0.022092225582582836
2025-11-30,0.027811700604363887,0.0019500049129079766,-0.01561031253441747,0.00265338472003962
2025-12-31,0.052605983751281116,0.0007975029584423865,-0.006699365349315256,-0.0002646637543580743
2026-01-31,0.09962808800535439,0.014737728839574249,0.012306465049553017,0.015808116238933634
2026-02-28,0.0812213814647047,-0.00864195834022441,-0.023445318098410328,-0.005285298864133425
2026-03-31,-0.07949448169928863,-0.04937956664344345,-0.04838259103173426,-0.05004837597028311
2026-04-30,0.05874011620422115,0.10505268686597291,0.15690076873760828,0.10401787801166806
2026-05-31,0.027893212710180082,0.05262575303750294,0.10568488508947715,0.05183814948583665
2026-06-30,-0.021346358810023003,-0.010292566443839246,-0.001490831230687828,-0.0038534790698642185
2026-07-31,-0.03291053532827881,0.0003481791700579162,-0.06573877318676946,-0.004945457376460016
2026-08-31,0.03342518616762957,0.026799402582165177,0.04181749725958772,0.03373078872372082
2026-09-30,-0.0009114435007301358,-0.003924137687930429,-0.01351917281849302,-0.004790650540515751
